Mean data for UKR  Province= 16: Mykolayiv,  from 1982 to 2020, weekly<br><tt><pre>1982, 1, 0.066,266.54, 40.85, 32.55, 36.70,
2008,28, 0.357,302.94, 67.95, 48.29, 58.12,
2008,29, 0.347,303.46, 66.05, 44.21, 55.13,
2008,30, 0.334,304.16, 64.99, 37.34, 51.17,
2008,31, 0.314,304.13, 62.94, 34.56, 48.75,
2008,32, 0.297,304.40, 62.42, 29.05, 45.74,
2008,33, 0.272,305.16, 57.09, 20.18, 38.64,
2008,34, 0.248,304.91, 50.39, 17.38, 33.88,
2008,35, 0.227,303.80, 44.88, 16.73, 30.81,
2008,36, 0.208,301.80, 39.08, 17.63, 28.36,
2008,37, 0.189,298.93, 33.45, 26.48, 29.96,
2008,38, 0.178,296.35, 32.20, 34.81, 33.51,
2008,39, 0.176,294.62, 36.18, 33.89, 35.04,
2008,40, 0.178,292.89, 42.00, 29.38, 35.69,
2008,41, 0.182,291.18, 48.71, 20.10, 34.41,
2008,42, 0.185,289.66, 54.72,  7.53, 31.13,
2008,43, 0.187,287.90, 59.44,  3.70, 31.57,
2008,44, 0.184,285.34, 61.99,  5.61, 33.80,
2008,45, 0.178,283.02, 64.29,  7.60, 35.94,
2008,46, 0.165,281.03, 63.75,  8.03, 35.89,
2008,47, 0.153,279.07, 63.86,  8.39, 36.12,
2008,48, 0.138,276.52, 63.15, 13.20, 38.18,
2008,49, 0.122,274.03, 62.06, 17.32, 39.69,
2008,50, 0.104,271.46, 57.67, 21.23, 39.45,
2008,51, 0.094,269.40, 56.78, 25.26, 41.02,
2008,52, 0.090,268.25, 56.63, 27.30, 41.96,
2009, 1, 0.083,266.53, 53.18, 32.77, 42.98,
2009, 2, 0.077,265.35, 50.32, 35.20, 42.76,
2009, 3, 0.073,265.07, 47.42, 34.76, 41.09,
2009, 4, 0.072,265.25, 45.33, 34.72, 40.03,
2009, 5, 0.077,266.71, 47.87, 32.20, 40.03,
2009, 6, 0.089,269.17, 52.45, 29.11, 40.78,
2009, 7, 0.103,271.85, 56.46, 27.04, 41.75,
2009, 8, 0.117,274.49, 59.89, 25.49, 42.69,
2009, 9, 0.128,276.41, 61.28, 27.17, 44.23,
2009,10, 0.141,278.94, 61.09, 27.50, 44.30,
2009,11, 0.156,281.83, 62.10, 23.75, 42.92,
2009,12, 0.177,285.15, 64.76, 20.66, 42.71,
2009,13, 0.209,289.24, 71.87, 14.69, 43.28,
2009,14, 0.241,292.45, 76.73,  9.97, 43.35,
2009,15, 0.269,294.97, 78.51,  7.51, 43.01,
2009,16, 0.293,296.47, 76.89, 10.99, 43.94,
2009,17, 0.312,297.01, 74.28, 23.83, 49.06,
2009,18, 0.334,297.89, 73.61, 34.06, 53.84,
2009,19, 0.357,298.90, 73.22, 41.32, 57.27,
2009,20, 0.374,299.76, 72.49, 45.35, 58.92,
2009,21, 0.385,300.58, 73.35, 46.41, 59.88,
2009,22, 0.387,301.42, 73.10, 45.28, 59.19,
2009,23, 0.382,302.55, 71.90, 39.79, 55.85,
2009,24, 0.370,303.20, 67.97, 37.59, 52.78,
2009,25, 0.360,303.71, 64.89, 37.03, 50.96,
2009,26, 0.353,304.17, 63.70, 36.69, 50.20,
2009,27, 0.345,304.31, 61.62, 38.34, 49.98,
2009,28, 0.335,304.18, 59.07, 39.67, 49.37,
2009,29, 0.326,303.93, 58.04, 40.89, 49.46,
2009,30, 0.317,303.78, 58.19, 40.07, 49.13,
2009,31, 0.307,304.02, 59.56, 35.44, 47.50,
2009,32, 0.293,304.13, 60.32, 31.31, 45.82,
2009,33, 0.277,304.20, 59.07, 27.79, 43.43,
2009,34, 0.260,303.77, 56.04, 26.84, 41.44,
2009,35, 0.242,302.89, 52.18, 24.81, 38.49,
2009,36, 0.224,301.61, 47.18, 19.50, 33.34,
2009,37, 0.207,299.79, 42.79, 18.50, 30.65,
2009,38, 0.191,297.37, 39.40, 24.79, 32.09,
2009,39, 0.177,295.29, 36.75, 27.02, 31.89,
2009,40, 0.169,293.53, 37.16, 22.70, 29.93,
2009,41, 0.158,290.72, 37.19, 24.95, 31.07,
2009,42, 0.144,287.51, 36.75, 28.42, 32.59,
2009,43, 0.131,284.28, 35.64, 32.95, 34.30,
2009,44, 0.117,280.51, 33.95, 37.86, 35.90,
2009,45, 0.105,277.62, 32.86, 39.50, 36.18,
2009,46, 0.094,274.67, 31.55, 42.81, 37.18,
2009,47, 0.080,269.60, 28.23, 57.54, 42.89,
2009,48, 0.070,264.31, 26.93, 70.86, 48.89,
2009,49, 0.061,259.58, 25.46, 77.05, 51.25,
2009,50, 0.057,255.51, 25.46, 81.52, 53.49,
2009,51, 0.052,251.10, 25.76, 88.40, 57.08,
2009,52, 0.049,247.61, 25.12, 92.49, 58.80,
2010, 1, 0.042,247.78, 23.94, 89.96, 56.95,
2010, 2, 0.040,246.91, 25.17, 90.44, 57.80,
2010, 3, 0.034,244.19, 22.18, 91.40, 56.79,
2010, 4, 0.030,241.36, 20.15, 93.08, 56.62,
2010, 5, 0.029,240.24, 20.04, 94.28, 57.16,
2010, 6, 0.032,241.96, 20.90, 93.58, 57.24,
2010, 7, 0.036,244.88, 21.20, 92.06, 56.63,
2010, 8, 0.040,248.77, 21.91, 88.78, 55.35,
2010, 9, 0.052,255.64, 25.85, 82.80, 54.33,
2010,10, 0.073,264.35, 30.27, 70.54, 50.40,
2010,11, 0.099,272.58, 37.16, 53.89, 45.52,
2010,12, 0.127,279.03, 43.56, 41.80, 42.68,
2010,13, 0.153,284.48, 48.72, 32.38, 40.55,
2010,14, 0.182,289.46, 54.08, 22.29, 38.18,
2010,15, 0.216,293.14, 58.86, 16.21, 37.53,
2010,16, 0.253,295.43, 63.06, 17.51, 40.29,
2010,17, 0.285,297.40, 64.88, 21.57, 43.22,
2010,18, 0.311,299.05, 65.21, 25.02, 45.11,
2010,19, 0.332,299.70, 63.90, 34.86, 49.38,
2010,20, 0.351,299.91, 63.30, 44.46, 53.88,
2010,21, 0.369,300.21, 66.12, 49.82, 57.97,
2010,22, 0.383,300.51, 70.78, 52.48, 61.63,
2010,23, 0.393,300.65, 76.63, 53.77, 65.20,
2010,24, 0.397,300.67, 80.43, 56.00, 68.22,
2010,25, 0.398,300.77, 82.78, 58.54, 70.66,
2010,26, 0.400,300.86, 85.20, 60.59, 72.90,
2010,27, 0.407,301.09, 88.82, 60.87, 74.85,
2010,28, 0.410,301.40, 90.53, 58.86, 74.69,
2010,29, 0.407,302.07, 90.94, 53.96, 72.45,
2010,30, 0.397,303.08, 90.92, 44.95, 67.94,
2010,31, 0.376,303.70, 89.30, 37.52, 63.41,
2010,32, 0.348,303.58, 86.06, 35.27, 60.66,
2010,33, 0.323,302.97, 82.00, 37.30, 59.65,
2010,34, 0.303,301.82, 78.34, 42.86, 60.60,
2010,35, 0.286,300.26, 75.45, 47.96, 61.71,
2010,36, 0.268,298.49, 70.72, 48.59, 59.66,
2010,37, 0.253,296.90, 67.52, 46.41, 56.97,
2010,38, 0.237,295.38, 64.12, 45.01, 54.57,
2010,39, 0.223,293.63, 60.75, 44.42, 52.59,
2010,40, 0.211,291.18, 58.64, 47.58, 53.11,
2010,41, 0.201,289.12, 57.84, 42.05, 49.94,
2010,42, 0.193,287.72, 58.61, 26.43, 42.52,
2010,43, 0.186,286.49, 59.10, 15.18, 37.14,
2010,44, 0.176,284.89, 58.70,  9.21, 33.96,
2010,45, 0.169,283.67, 60.37,  5.56, 32.96,
2010,46, 0.158,281.88, 60.30,  5.41, 32.86,
2010,47, 0.143,278.72, 58.81, 11.03, 34.92,
2010,48, 0.128,275.88, 57.68, 16.90, 37.29,
2010,49, 0.108,272.54, 53.07, 24.08, 38.57,
2010,50, 0.091,269.50, 48.60, 29.20, 38.90,
2010,51, 0.072,266.97, 40.27, 34.06, 37.16,
2010,52, 0.058,264.74, 31.86, 38.62, 35.24,
2011, 1, 0.045,262.69, 25.41, 45.07, 35.24,
2011, 2, 0.037,261.70, 22.95, 46.78, 34.86,
2011, 3, 0.037,261.69, 24.07, 44.49, 34.28,
2011, 4, 0.037,262.10, 24.36, 43.03, 33.69,
2011, 5, 0.042,263.45, 27.30, 40.64, 33.97,
2011, 6, 0.052,266.23, 32.02, 36.94, 34.48,
2011, 7, 0.066,269.66, 36.84, 32.98, 34.91,
2011, 8, 0.079,272.38, 41.36, 31.21, 36.29,
2011, 9, 0.094,276.16, 45.54, 27.81, 36.68,
2011,10, 0.113,280.70, 48.35, 22.10, 35.22,
2011,11, 0.125,284.24, 48.33, 15.75, 32.04,
2011,12, 0.141,287.73, 49.33, 11.63, 30.48,
2011,13, 0.160,290.35, 51.59, 10.48, 31.03,
2011,14, 0.178,292.43, 52.35,  9.96, 31.16,
2011,15, 0.202,294.56, 53.82,  9.53, 31.67,
2011,16, 0.233,296.45, 55.60, 11.47, 33.54,
2011,17, 0.263,297.82, 56.80, 18.31, 37.56,
2011,18, 0.293,299.10, 58.74, 24.48, 41.61,
2011,19, 0.321,299.93, 59.67, 32.64, 46.15,
2011,20, 0.347,300.46, 61.39, 39.55, 50.47,
2011,21, 0.367,300.84, 65.34, 44.51, 54.93,
2011,22, 0.379,301.58, 68.96, 44.15, 56.55,
2011,23, 0.383,302.33, 72.50, 41.37, 56.94,
2011,24, 0.377,301.95, 71.04, 46.62, 58.83,
2011,25, 0.372,301.43, 70.80, 53.73, 62.26,
2011,26, 0.373,301.39, 72.78, 56.85, 64.81,
2011,27, 0.372,301.49, 74.03, 58.28, 66.15,
2011,28, 0.372,301.78, 75.20, 56.44, 65.82,
2011,29, 0.368,302.13, 75.59, 53.78, 64.69,
2011,30, 0.360,302.34, 75.80, 50.72, 63.26,
2011,31, 0.348,302.67, 77.14, 45.63, 61.39,
2011,32, 0.331,302.50, 77.39, 43.95, 60.67,
2011,33, 0.313,302.48, 75.76, 41.48, 58.62,
2011,34, 0.294,302.75, 72.83, 35.39, 54.11,
2011,35, 0.271,302.56, 67.09, 27.74, 47.42,
2011,36, 0.246,302.13, 58.98, 14.70, 36.84,
2011,37, 0.223,301.07, 51.29,  6.61, 28.95,
2011,38, 0.204,299.55, 46.20,  3.89, 25.05,
2011,39, 0.185,297.56, 41.31,  4.27, 22.79,
2011,40, 0.166,295.01, 36.07,  7.66, 21.87,
2011,41, 0.148,292.46, 33.14,  6.97, 20.05,
2011,42, 0.132,289.51, 31.48,  9.02, 20.25,
2011,43, 0.117,286.67, 30.04, 13.50, 21.77,
2011,44, 0.105,284.35, 29.26, 12.11, 20.69,
2011,45, 0.094,281.83, 28.42, 14.58, 21.50,
2011,46, 0.084,278.35, 27.38, 22.81, 25.10,
2011,47, 0.074,273.97, 25.42, 35.61, 30.51,
2011,48, 0.065,270.11, 24.21, 44.48, 34.34,
2011,49, 0.057,264.59, 22.96, 56.77, 39.87,
2011,50, 0.050,259.79, 21.00, 65.24, 43.12,
2011,51, 0.046,255.92, 20.92, 71.44, 46.18,
2011,52, 0.042,253.62, 19.92, 73.28, 46.60,
2012, 1, 0.039,252.59, 21.19, 74.22, 47.70,
2012, 2, 0.037,252.30, 23.02, 73.93, 48.47,
2012, 3, 0.035,252.55, 22.80, 70.28, 46.54,
2012, 4, 0.032,254.57, 21.55, 63.05, 42.30,
2012, 5, 0.031,257.22, 21.36, 56.97, 39.16,
2012, 6, 0.031,259.44, 20.14, 55.16, 37.65,
2012, 7, 0.030,260.61, 18.11, 57.76, 37.94,
2012, 8, 0.034,262.82, 18.55, 57.44, 37.99,
2012, 9, 0.038,266.16, 19.19, 56.47, 37.83,
2012,10, 0.046,269.38, 18.01, 55.92, 36.97,
2012,11, 0.058,273.85, 18.76, 49.62, 34.19,
2012,12, 0.074,279.74, 20.72, 39.26, 29.99,
2012,13, 0.094,285.14, 24.14, 29.76, 26.95,
2012,14, 0.115,289.54, 27.73, 21.65, 24.69,
2012,15, 0.140,293.19, 31.18, 15.67, 23.42,
2012,16, 0.171,296.53, 33.72, 10.91, 22.32,
2012,17, 0.203,299.16, 35.83,  9.85, 22.84,
2012,18, 0.231,300.97, 36.61, 11.52, 24.06,
2012,19, 0.253,302.02, 33.87, 16.34, 25.11,
2012,20, 0.270,302.39, 29.84, 23.99, 26.92,
2012,21, 0.281,302.37, 27.47, 32.69, 30.08,
2012,22, 0.308,305.07, 35.07, 19.57, 27.32,
2012,23, 0.317,305.88, 39.90, 17.51, 28.70,
2012,24, 0.321,306.63, 43.63, 14.93, 29.28,
2012,25, 0.323,307.36, 46.51, 12.98, 29.75,
2012,26, 0.321,307.88, 48.63, 12.41, 30.52,
2012,27, 0.310,308.18, 45.60, 13.41, 29.50,
2012,28, 0.302,308.32, 45.09, 13.42, 29.26,
2012,29, 0.293,308.37, 44.17, 12.12, 28.14,
2012,30, 0.283,308.40, 44.38, 10.07, 27.22,
2012,31, 0.269,308.01, 43.61,  9.34, 26.48,
2012,32, 0.256,307.42, 43.36,  9.36, 26.36,
2012,33, 0.244,306.49, 42.95, 11.88, 27.42,
2012,34, 0.235,305.49, 43.71, 14.12, 28.92,
2012,35, 0.229,304.43, 45.59, 13.24, 29.41,
2012,36, 0.222,303.59, 46.69,  6.68, 26.68,
2012,37, 0.212,302.47, 46.14,  3.36, 24.75,
2012,38, 0.201,300.79, 45.27,  2.93, 24.10,
2012,39, 0.192,298.50, 45.19,  4.12, 24.65,
2012,40, 0.186,296.13, 46.39,  4.62, 25.51,
2012,41, 0.183,293.78, 49.31,  3.29, 26.30,
2012,42, 0.178,290.93, 51.96,  3.34, 27.65,
2012,43, 0.175,288.03, 54.26,  5.92, 30.09,
2012,44, 0.170,285.38, 56.15,  7.23, 31.69,
2012,45, 0.166,283.00, 58.45,  8.82, 33.64,
2012,46, 0.158,280.68, 59.73, 10.71, 35.22,
2012,47, 0.144,277.71, 58.54, 16.00, 37.27,
2012,48, 0.129,274.26, 57.29, 24.53, 40.91,
2012,49, 0.115,271.09, 56.42, 30.53, 43.47,
2012,50, 0.103,268.69, 54.79, 32.74, 43.76,
2012,51, 0.094,267.06, 53.97, 34.04, 44.01,
2012,52, 0.088,266.44, 52.18, 33.29, 42.73,
2013, 1, 0.091,264.26, 54.13, 38.81, 46.46,
2013, 2, 0.090,264.85, 55.69, 35.67, 45.67,
2013, 3, 0.085,264.60, 53.01, 35.74, 44.36,
2013, 4, 0.084,264.82, 51.04, 35.76, 43.40,
2013, 5, 0.090,266.82, 53.06, 31.81, 42.43,
2013, 6, 0.103,269.84, 58.13, 27.21, 42.66,
2013, 7, 0.121,273.57, 64.31, 22.19, 43.25,
2013, 8, 0.140,276.52, 69.31, 19.80, 44.56,
2013, 9, 0.162,279.91, 74.06, 16.99, 45.52,
2013,10, 0.182,283.13, 75.73, 14.82, 45.27,
2013,11, 0.194,284.87, 74.15, 14.22, 44.18,
2013,12, 0.209,287.31, 73.41, 13.77, 43.59,
2013,13, 0.223,289.40, 72.67, 14.66, 43.67,
2013,14, 0.241,291.72, 72.43, 13.77, 43.10,
2013,15, 0.265,294.16, 72.96, 12.30, 42.63,
2013,16, 0.292,296.52, 73.33, 12.32, 42.83,
2013,17, 0.320,298.77, 73.75, 14.09, 43.92,
2013,18, 0.339,300.36, 73.09, 17.49, 45.29,
2013,19, 0.352,301.43, 69.98, 21.93, 45.95,
2013,20, 0.360,302.08, 66.29, 26.50, 46.40,
2013,21, 0.363,301.68, 63.29, 37.50, 50.40,
2013,22, 0.363,301.63, 60.87, 44.25, 52.56,
2013,23, 0.364,301.85, 62.63, 45.43, 54.03,
2013,24, 0.366,302.11, 65.31, 46.32, 55.82,
2013,25, 0.368,302.33, 67.58, 48.28, 57.93,
2013,26, 0.365,302.47, 68.26, 50.05, 59.16,
2013,27, 0.364,302.61, 68.88, 51.20, 60.04,
2013,28, 0.358,302.64, 67.94, 51.41, 59.67,
2013,29, 0.348,302.76, 66.18, 50.55, 58.37,
2013,30, 0.334,303.13, 64.33, 46.72, 55.53,
2013,31, 0.314,303.50, 62.13, 41.37, 51.75,
2013,32, 0.290,303.55, 58.55, 38.19, 48.37,
2013,33, 0.264,302.53, 52.83, 42.97, 47.90,
2013,34, 0.241,300.73, 46.58, 53.92, 50.25,
2013,35, 0.215,297.82, 38.91, 71.10, 55.00,
2013,36, 0.189,294.77, 30.45, 83.24, 56.84,
2013,37, 0.170,292.53, 25.10, 86.85, 55.98,
2013,38, 0.157,290.80, 23.62, 88.46, 56.04,
2013,39, 0.149,289.44, 24.30, 86.91, 55.60,
2013,40, 0.144,288.07, 26.47, 81.29, 53.88,
2013,41, 0.141,286.73, 30.36, 69.88, 50.11,
2013,42, 0.139,285.07, 35.25, 55.35, 45.27,
2013,43, 0.135,283.35, 37.94, 40.80, 39.31,
2013,44, 0.132,281.96, 40.83, 27.96, 34.31,
2013,45, 0.144,280.77, 49.38, 21.03, 35.18,
2013,46, 0.143,278.12, 53.63, 23.24, 38.41,
2013,47, 0.144,276.55, 58.24, 21.11, 39.67,
2013,48, 0.142,275.19, 62.90, 19.58, 41.25,
2013,49, 0.140,274.48, 67.19, 16.36, 41.78,
2013,50, 0.136,274.40, 70.22, 11.53, 40.87,
2013,51, 0.129,274.02, 71.40, 10.23, 40.82,
2013,52, 0.120,273.03, 69.25, 12.28, 40.77,
2014, 1, 0.110,271.47, 65.84, 16.26, 41.06,
2014, 2, 0.097,268.74, 60.17, 23.52, 41.85,
2014, 3, 0.084,265.46, 52.20, 33.26, 42.73,
2014, 4, 0.074,263.82, 44.88, 38.57, 41.73,
2014, 5, 0.073,264.73, 43.14, 37.37, 40.25,
2014, 6, 0.081,267.39, 45.57, 33.72, 39.64,
2014, 7, 0.096,271.14, 51.13, 28.75, 39.94,
2014, 8, 0.121,275.64, 59.93, 22.19, 41.06,
2014, 9, 0.149,280.33, 68.25, 15.85, 42.05,
2014,10, 0.176,284.08, 73.20, 12.08, 42.64,
2014,11, 0.198,286.87, 75.57,  7.76, 41.67,
2014,12, 0.220,289.52, 77.68,  6.14, 41.91,
2014,13, 0.240,291.40, 78.69,  7.21, 42.95,
2014,14, 0.259,292.93, 78.77,  8.70, 43.73,
2014,15, 0.279,294.06, 77.73, 12.56, 45.15,
2014,16, 0.301,295.30, 76.26, 19.47, 47.86,
2014,17, 0.322,296.71, 74.69, 29.13, 51.91,
2014,18, 0.338,297.73, 72.72, 38.58, 55.65,
2014,19, 0.353,298.71, 70.20, 44.96, 57.58,
2014,20, 0.361,299.07, 66.62, 51.62, 59.12,
2014,21, 0.367,299.22, 64.90, 56.79, 60.85,
2014,22, 0.368,299.67, 63.72, 58.54, 61.13,
2014,23, 0.372,300.38, 66.44, 55.84, 61.14,
2014,24, 0.370,301.06, 67.45, 53.80, 60.62,
2014,25, 0.364,301.59, 66.22, 53.68, 59.95,
2014,26, 0.354,301.97, 63.13, 53.78, 58.46,
2014,27, 0.345,302.67, 60.45, 51.04, 55.74,
2014,28, 0.333,303.59, 57.44, 45.21, 51.33,
2014,29, 0.318,304.48, 53.78, 38.87, 46.32,
2014,30, 0.301,305.36, 50.84, 31.17, 41.00,
2014,31, 0.281,305.87, 48.04, 24.64, 36.34,
2014,32, 0.263,306.14, 46.10, 19.36, 32.73,
2014,33, 0.245,306.00, 43.33, 16.88, 30.10,
2014,34, 0.227,305.63, 39.62, 15.15, 27.38,
2014,35, 0.209,304.69, 35.92, 13.97, 24.95,
2014,36, 0.193,303.31, 32.17, 12.95, 22.56,
2014,37, 0.178,301.73, 28.99, 12.55, 20.77,
2014,38, 0.164,299.88, 27.00, 12.91, 19.95,
2014,39, 0.153,297.45, 26.05, 15.23, 20.65,
2014,40, 0.144,294.49, 26.51, 20.37, 23.45,
2014,41, 0.135,291.46, 27.59, 24.57, 26.07,
2014,42, 0.124,288.44, 28.79, 25.15, 26.98,
2014,43, 0.114,285.42, 29.44, 24.55, 26.99,
2014,44, 0.106,282.54, 29.76, 24.14, 26.93,
2014,45, 0.105,279.52, 32.59, 28.38, 30.48,
2014,46, 0.096,275.88, 32.19, 35.33, 33.74,
2014,47, 0.088,272.80, 31.28, 40.12, 35.73,
2014,48, 0.080,270.05, 31.21, 43.28, 37.26,
2014,49, 0.074,267.28, 30.97, 45.71, 38.34,
2014,50, 0.069,265.38, 30.39, 45.03, 37.71,
2014,51, 0.065,264.11, 31.16, 44.28, 37.71,
2014,52, 0.062,262.47, 31.07, 45.82, 38.44,
2015, 1, 0.061,261.26, 34.50, 47.81, 41.15,
2015, 2, 0.059,260.46, 36.05, 49.02, 42.53,
2015, 3, 0.060,261.58, 37.13, 44.30, 40.71,
2015, 4, 0.067,264.57, 40.82, 36.33, 38.58,
2015, 5, 0.080,268.35, 47.09, 27.70, 37.39,
2015, 6, 0.093,271.55, 52.55, 22.58, 37.56,
2015, 7, 0.105,274.71, 55.95, 19.14, 37.54,
2015, 8, 0.120,278.53, 59.51, 14.41, 36.96,
2015, 9, 0.136,282.05, 62.06, 10.97, 36.51,
2015,10, 0.150,285.12, 62.15,  8.96, 35.55,
2015,11, 0.162,287.16, 60.69,  6.84, 33.76,
2015,12, 0.175,288.56, 59.34,  9.48, 34.41,
2015,13, 0.189,289.62, 58.78, 13.85, 36.32,
2015,14, 0.208,291.01, 59.57, 16.58, 38.07,
2015,15, 0.228,292.35, 59.59, 20.56, 40.07,
2015,16, 0.254,294.25, 59.78, 25.39, 42.59,
2015,17, 0.283,296.53, 61.31, 29.95, 45.63,
2015,18, 0.311,298.13, 62.96, 34.82, 48.89,
2015,19, 0.332,298.59, 62.59, 45.58, 54.09,
2015,20, 0.351,299.42, 62.94, 48.30, 55.62,
2015,21, 0.369,300.82, 65.98, 43.79, 54.89,
2015,22, 0.377,301.68, 67.76, 43.64, 55.70,
2015,23, 0.381,302.18, 70.67, 43.16, 56.91,
2015,24, 0.380,302.33, 71.48, 45.00, 58.24,
2015,25, 0.373,302.08, 69.88, 50.27, 60.08,
2015,26, 0.368,302.10, 68.99, 52.70, 60.85,
2015,27, 0.367,302.24, 69.58, 53.62, 61.60,
2015,28, 0.362,302.47, 69.13, 52.38, 60.75,
2015,29, 0.356,302.94, 68.70, 49.13, 58.92,
2015,30, 0.345,303.51, 68.27, 43.82, 56.04,
2015,31, 0.327,303.91, 67.07, 38.23, 52.65,
2015,32, 0.303,304.09, 64.18, 34.03, 49.10,
2015,33, 0.278,304.14, 59.52, 30.93, 45.22,
2015,34, 0.256,304.04, 54.41, 28.04, 41.22,
2015,35, 0.234,303.38, 48.59, 25.40, 37.00,
2015,36, 0.212,302.69, 42.30, 18.45, 30.37,
2015,37, 0.193,301.49, 36.86, 14.85, 25.85,
2015,38, 0.176,299.85, 32.75, 13.31, 23.03,
2015,39, 0.161,297.85, 29.66, 11.84, 20.74,
2015,40, 0.148,295.08, 28.41, 14.85, 21.63,
2015,41, 0.136,292.20, 27.90, 17.61, 22.74,
2015,42, 0.124,289.74, 28.43, 13.69, 21.07,
2015,43, 0.112,286.81, 28.34, 14.10, 21.19,
2015,44, 0.101,284.20, 27.62, 13.32, 20.44,
2015,45, 0.097,282.12, 28.81, 13.32, 21.03,
2015,46, 0.087,278.69, 28.15, 20.01, 24.04,
2015,47, 0.081,275.61, 27.90, 25.59, 26.73,
2015,48, 0.077,273.39, 29.47, 27.51, 28.48,
2015,49, 0.075,272.45, 31.66, 24.33, 27.97,
2015,50, 0.073,270.93, 33.27, 24.14, 28.68,
2015,51, 0.071,269.09, 35.09, 26.81, 30.93,
2015,52, 0.068,266.86, 35.80, 31.65, 33.70,
2016, 1, 0.066,263.39, 37.99, 41.12, 39.53,
2016, 2, 0.060,259.72, 36.71, 51.26, 43.97,
2016, 3, 0.056,258.55, 34.64, 53.20, 43.90,
2016, 4, 0.054,259.38, 33.07, 50.34, 41.71,
2016, 5, 0.058,262.40, 34.03, 43.39, 38.70,
2016, 6, 0.065,266.72, 37.02, 35.43, 36.22,
2016, 7, 0.077,271.43, 40.99, 27.97, 34.48,
2016, 8, 0.089,275.13, 43.97, 23.66, 33.81,
2016, 9, 0.099,278.30, 45.23, 21.80, 33.51,
2016,10, 0.110,280.90, 44.98, 21.67, 33.33,
2016,11, 0.147,285.87, 54.75, 11.12, 32.94,
2016,12, 0.166,288.38, 56.56, 10.10, 33.33,
2016,13, 0.189,290.63, 59.74, 10.08, 34.91,
2016,14, 0.216,292.48, 63.70, 10.55, 37.12,
2016,15, 0.243,293.60, 65.83, 14.59, 40.21,
2016,16, 0.274,294.83, 67.43, 21.97, 44.70,
2016,17, 0.303,295.89, 68.26, 34.90, 51.58,
2016,18, 0.325,296.17, 68.29, 50.83, 59.56,
2016,19, 0.343,296.18, 66.84, 66.33, 66.59,
2016,20, 0.358,296.21, 65.45, 75.47, 70.46,
2016,21, 0.369,296.16, 66.26, 81.05, 73.66,
2016,22, 0.377,296.46, 67.90, 82.12, 75.01,
2016,23, 0.384,297.07, 72.15, 79.35, 75.75,
2016,24, 0.388,297.93, 75.44, 76.14, 75.79,
2016,25, 0.388,298.99, 77.11, 72.27, 74.69,
2016,26, 0.385,299.97, 77.38, 67.82, 72.60,
2016,27, 0.383,300.96, 77.17, 62.57, 69.87,
2016,28, 0.374,301.70, 74.78, 57.70, 66.24,
2016,29, 0.365,302.45, 72.68, 52.63, 62.66,
2016,30, 0.350,302.93, 70.52, 48.08, 59.30,
2016,31, 0.330,303.31, 68.62, 42.71, 55.66,
2016,32, 0.309,303.43, 66.73, 39.02, 52.87,
2016,33, 0.286,303.41, 63.19, 36.36, 49.78,
2016,34, 0.266,303.26, 59.17, 34.02, 46.60,
2016,35, 0.245,302.60, 54.24, 31.49, 42.86,
2016,36, 0.223,301.65, 48.08, 26.59, 37.34,
2016,37, 0.203,300.13, 41.93, 25.42, 33.67,
2016,38, 0.184,297.95, 37.07, 28.87, 32.97,
2016,39, 0.168,294.89, 33.41, 38.16, 35.79,
2016,40, 0.155,291.35, 31.52, 50.09, 40.82,
2016,41, 0.144,288.02, 31.80, 57.46, 44.63,
2016,42, 0.134,284.77, 33.12, 57.93, 45.50,
2016,43, 0.123,281.67, 32.95, 53.78, 43.31,
2016,44, 0.113,278.99, 32.74, 47.41, 40.00,
2016,45, 0.111,276.23, 35.31, 47.21, 41.19,
2016,46, 0.104,273.30, 35.79, 49.10, 42.38,
2016,47, 0.096,270.46, 35.42, 51.98, 43.69,
2016,48, 0.089,267.72, 35.67, 54.10, 44.90,
2016,49, 0.083,265.85, 35.62, 51.65, 43.64,
2016,50, 0.076,264.32, 34.68, 49.10, 41.89,
2016,51, 0.070,263.16, 34.24, 47.48, 40.86,
2016,52, 0.065,261.75, 33.06, 48.03, 40.54,
2017, 1, 0.062,260.70, 35.14, 49.40, 42.27,
2017, 2, 0.059,259.95, 36.44, 50.40, 43.42,
2017, 3, 0.057,260.02, 35.60, 48.73, 42.15,
2017, 4, 0.056,260.37, 34.13, 47.52, 40.83,
2017, 5, 0.058,262.45, 34.45, 43.15, 38.80,
2017, 6, 0.065,265.52, 36.54, 38.68, 37.60,
2017, 7, 0.074,269.28, 39.34, 33.84, 36.58,
2017, 8, 0.087,273.56, 43.00, 27.89, 35.45,
2017, 9, 0.104,278.38, 47.40, 21.44, 34.42,
2017,10, 0.121,282.65, 49.56, 16.35, 32.96,
2017,11, 0.138,286.32, 51.18,  9.57, 30.37,
2017,12, 0.163,289.69, 54.98,  5.58, 30.28,
2017,13, 0.189,292.02, 59.46,  4.98, 32.22,
2017,14, 0.213,293.64, 61.97,  5.89, 33.93,
2017,15, 0.238,295.00, 63.66,  8.16, 35.91,
2017,16, 0.268,296.52, 64.96, 12.18, 38.57,
2017,17, 0.296,297.64, 65.86, 22.30, 44.08,
2017,18, 0.322,298.58, 67.04, 31.60, 49.32,
2017,19, 0.345,299.55, 67.43, 37.69, 52.56,
2017,20, 0.362,300.29, 67.13, 41.20, 54.17,
